Front,Back,Left,Right,Command
90.92,67.58,18.89,125.85,right
130.02,100.91,19.77,127.62,right
129.8,63.53,20.91,127.04,front
127.77,46.8,21.91,150.43,front
127.43,38.51,154.34,128.84,front
128.5,69.95,195.98,128.64,front
126.77,103.85,196.23,160.21,front
126.48,63.31,196.95,109.41,front
125.77,46.94,197.9,108.72,front
125.44,78.97,196.2,110.7,front
124.58,78.73,195.16,108.15,front
122.59,80.27,1074.88,106.4,front
120.58,70.47,195.38,158.2,front
119.34,84.64,192.44,105.86,front
119.12,85.88,193.34,154.89,front
121.06,86.56,192.66,157.35,front
118.2,144.42,190.52,905.56,front
117.37,36.33,189.48,152.27,front
113.37,91.46,187.68,138.01,front
112.95,91.27,187.32,149.29,front
113.44,87.89,186.98,133.84,front
110.86,93.81,186.32,147.99,front
110.09,93.01,184.88,146.85,front
107.08,49.73,183.69,146.64,front
108.31,95.86,183.92,147.03,front
104.81,102,182.92,131.5,front
104.09,97.77,181.59,143.53,front
103.77,99.98,167.86,141.98,front
101.98,98.67,180.35,141.56,front
101.69,61.51,168.91,140.01,front
99.59,103.28,166.6,140.42,front
98.12,105.59,179.45,93.45,front
98.24,103.09,178.6,89.95,front
95.98,105.16,114.92,37.01,front
95.22,104.72,110.99,40.29,front
95.17,104.72,109.56,40.44,front
94.35,107.07,169.46,78.52,front
92.56,79.58,177.28,64.01,front
91.27,131.84,175.95,65.4,front
91.02,49.15,166.99,103.51,front
90.08,63.53,175.19,51.71,front
89.23,112.66,92.38,49.76,front
88.91,113.05,93.06,54.6,front
78.3,126.65,173.04,58.62,front
75.11,71.18,98.6,40.51,front
61.61,140.62,89.06,57.09,front
64.38,67.1,71.25,65.02,front
65.02,142.36,69.73,61.66,front
49.59,141.13,67.03,67.51,front
50.59,141.92,64.33,40.89,front
53.14,57.02,62.24,45.25,front
17.9,141.36,60.21,43.3,left
18.38,145.78,58.09,40.89,left
54.69,144.53,18.8,44.47,right
33.22,103.85,55.68,34.9,front
38.45,146.27,17.02,43.38,right
41.45,146.2,15.18,38.08,right
22.51,148,14.09,38.95,right
24.65,147.03,12.8,40.51,right
27.23,147.48,12.19,42.45,right
27.73,149.65,12.27,41.23,right
38.76,148.43,12.41,38.1,right
42.04,138.69,12.33,48.89,right
41.45,102.41,12.67,94.06,right
41.67,154.24,13.35,28.8,right
79.66,152,19.52,30.89,right
51,80.78,20.74,36.38,front
50.3,128.95,29.41,72.28,front
43.67,282.59,33.73,67.95,front
41.07,176.66,34.02,68.29,front
41.62,64.87,33.8,66.32,front
54.72,463,35.22,86.51,front
54.57,121.13,36.11,86.45,front
55.96,523.19,57.43,85.37,front
56.68,155.5,57.85,66.74,front
58.17,166.38,59.18,83.96,front
59.31,50.03,75.28,83.66,front
51.36,166.84,74.17,73.42,front
60.23,116.28,73.03,82.64,front
54.3,224.96,72.86,82.54,front
48.45,172.55,72.52,81.02,front
53.45,143.72,72.18,80.43,front
55.54,130.92,72,81.24,front
53.16,143.5,31.54,80.92,front
45.66,67.35,70.8,77.72,front
42.65,205.53,70.79,77.03,front
41.8,100.56,69.95,77.15,front
42.26,178.96,27.17,75.8,front
40.36,182.27,28.73,75.87,front
40.82,67.51,32.27,75.72,front
41.26,179.91,31.72,73.52,front
41.74,331.53,69.31,74.17,front
42.87,206.3,69.16,73.42,front
50.35,291.13,41.58,72.71,front
47.07,70.52,43.89,72.06,front
46.02,124.63,45.29,71.01,front
46.46,248.88,34.41,70.72,front
41.72,351.61,47.02,69.8,front
38.74,72.44,67.68,69.58,front
37.81,44.44,44.39,68.03,front
39.68,110.94,64.72,68.51,front
43.54,106,65.82,67.08,front
69.51,143.06,32.62,67.06,front
70.23,74.66,32.2,66.37,front
32.15,563.82,32.86,64.14,front
28.73,171.85,63.75,64.18,front
66.9,102.22,62.93,63.85,front
66.03,92.12,43.5,63.02,front
65.37,217.48,40.26,62.66,front
65.6,91.24,60.47,62.02,front
64.63,203.73,46.29,61,front
63.92,114.7,45.58,61.47,front
62.88,521.34,28.59,60.21,front
62.58,261.65,90.71,58.23,front
61.32,183.18,59.14,58.16,front
61.12,99.35,56.25,57.32,front
60.57,112.23,56.54,56.17,front
59.96,110.28,56.58,54.76,front
58.89,714.49,54.64,55.05,front
57.55,98.09,53.43,54.33,front
57.36,685.12,55.11,53.23,front
55.66,369.7,54.54,51.48,front
56.03,198.32,51.26,51.87,front
55.28,201.62,25.45,50.71,front
54.81,138.18,22.08,49.1,front
53.45,150.13,22.66,49.08,front
52.53,397.22,50.18,48.23,front
52.36,78.91,49.66,47.82,front
53.43,83.52,49.28,46.97,front
51.46,355.06,50.1,47.24,front
51.43,69.8,47.82,47.52,front
50.58,506.11,47.18,45.9,front
49.93,151.74,47.19,45.15,front
49.76,271.2,46.95,44.61,front
49.69,682.04,45.75,42.96,front
47.46,109.99,44.68,42.72,front
65.6,77.01,45.83,41.68,front
46.46,331.89,44.37,41.26,front
66.57,65.54,43.96,40.22,front
46.44,573.72,42.47,39.64,front
45.02,70.02,42.4,39.1,front
64.31,129.12,41.84,38.52,front
62.85,97.77,41.36,38.1,front
44.8,496.83,40.55,36.72,front
60.93,80.22,39.81,36.18,front
42.86,44.8,39.73,35.53,front
59.04,42.16,39.37,35.62,front
58.43,51.65,38.61,35.58,front
39.73,277.63,37.94,26.04,front
57.02,95.39,37.6,25.72,front
56.37,90.56,36.98,22.88,front
50.08,229.98,36.26,17.24,left
46,79.88,36.19,15.27,left
48.25,105.38,35.75,12.33,left
46.36,98.84,35,9.76,left
43.62,140.78,34.46,7.67,left
42.23,54.94,34.05,6.17,left
41.02,1048.65,32.62,6.73,left
21.25,389.9,32.2,7.74,left
38.61,292.09,32.69,62.87,front
37.88,76.82,31.98,60.74,front
37.4,149.55,32.59,11.17,left
35.9,128.04,32.74,7.89,left
35.41,109.87,34.03,8.74,left
33.59,76.96,34.7,8.7,left
32.52,51.78,34.02,9.35,left
32.18,71.89,35.94,11.14,left
31.54,107.53,36.65,11.95,left
31.31,107.2,34.73,14.06,left
30.89,107.56,21.62,17.8,left
31.25,107.59,20.25,15.54,left
31.4,106.98,81.31,16.17,left
32.08,68.44,66.64,16.61,left
33.22,51.15,68.31,16.88,left
34.51,52.62,63.61,16.23,left
38.96,50.93,57.32,16.12,left
21.68,51.97,54.96,16.98,left
21.4,53.5,54.5,21.98,front
22.7,256.87,65.08,19.62,left
25.84,36.55,1071.88,32.01,front
70.96,35.16,1074.55,45.02,front
34.54,35.8,22.76,46.39,front
35.62,36.47,23.05,18.9,left
33.46,35.9,22.27,76.35,front
69.87,37.11,22.34,221.05,front
70.3,37.67,22.41,138.47,front
34.12,37.76,20.82,15.88,left
69.68,38.3,21.54,138.07,front
34.05,39.22,1071.61,22.02,front
29.6,41.29,20.4,22.54,front
28.73,43.16,24.8,24.45,front
27.59,43.21,300.29,56.93,front
34.02,43.15,300.76,58.58,front
35.8,59.04,20.13,57.1,front
35.41,59.36,19.18,55.93,right
33.22,62.39,19.18,54.79,right
37.32,77.37,18.31,31.33,right
49.86,47.8,16.37,33.27,right
49.03,46.9,1071.83,36.47,front
45.82,45.53,13.8,39.32,right
45.59,45.59,13.35,38.76,right
45.39,44.61,13.46,39.95,right
46.04,45.02,13.46,41.19,right
45.88,44.66,14.18,36.16,right
44.4,44.66,110.06,37.79,front
47.31,44.18,82.14,39.93,front
45.41,44.39,1071.78,39.76,front
21.61,39.83,110.57,24.26,front
21.27,45.24,86.22,20.94,front
22.73,45.48,126.79,22.05,front
24.96,45.87,1072.17,27.05,front
32.95,47.38,33.27,26.91,front
25.96,48.14,98.52,30.67,front
25.45,48.16,1072.84,32.45,front
23.87,28.7,1074.26,22.8,front
20.16,51.39,127.72,26.95,front
19.19,51.87,127.35,25.19,left
17.97,53.18,1073.21,13.26,left
13.06,54.18,1074.52,6.95,left
120.85,55.28,122.42,4.88,left
17.03,55.39,1074.49,2.4,left
12.39,56.02,1074.59,4.95,left
16.76,57.39,47.01,4.61,left
16.76,58.57,47.11,5.73,left
109.7,70.5,48.3,6.95,left
19.69,70.6,1072.48,15.45,left
69.36,72.71,123.2,16.17,left
68,74,31.4,16.12,left
65.96,74.66,119.99,17.32,left
53.43,66.52,119.19,18.31,left
55.28,195.6,117.11,19.38,left
44.73,129,116.79,22.27,front
31.69,28.44,116.21,23.34,front
29.6,28.02,115.92,39.9,front
33.32,28.7,114.51,38.39,front
163.83,29.15,113.87,41.24,front
163.17,29.61,114.65,44.86,front
160.75,33.24,113.49,49.23,front
30.38,32.83,113.9,56.75,front
29.97,45.25,113.07,49.44,front
117.64,44.34,68.37,60.08,front
115.62,45.31,59.33,51.66,front
115.65,104.63,58.33,59.94,front
112.8,142.99,59.33,116.84,front
112.42,47.01,58.75,113.9,front
113.27,42.23,57.53,904.83,front
109.58,43.25,55.47,20.77,front
109.41,43.86,55.44,19.04,left
109.62,44.8,56.75,18.41,left
108.36,56.44,54.72,23.83,front
95.27,94.84,54.74,22.05,front
106.91,44.23,53.14,22.37,front
107.02,95.66,52.75,24.04,front
106.73,79.8,52.6,26.79,front
105.03,95.63,52.22,30.06,front
105.09,97.51,51.61,36.45,front
103.43,85.27,50.86,40.05,front
103.8,98.86,49.93,40.82,front
103.65,525.2,49.44,45.9,front
101.88,125.94,49.32,47.33,front
101.22,646.8,47.67,51.09,front
99.74,420.78,46.82,58.89,front
95.66,91.34,46.78,44.9,front
96.29,756.81,45.71,49.22,front
54.32,58.29,45.03,58.72,front
51.1,184.84,44.37,63.26,front
50.46,184.55,44.52,57.66,front
95.22,105.3,43.57,63.22,front
46.16,58.04,43.32,63.53,front
45.25,57.49,42.86,59.99,front
45.36,44.59,43.18,64.72,front
43.44,59.28,43.62,49.64,front
43.1,58.74,77.37,49.88,front
41.65,58.4,65.94,65.45,front
41.09,59.76,64.04,52.16,front
40.39,60.54,63.38,62.46,front
40,44.83,59.69,73.66,front
39.41,60.5,59.33,72.78,front
39.1,41.36,59.57,93.91,front
38.68,223.11,57.58,44.01,front
38.34,97.8,58.45,40.29,front
38.11,156.86,56.88,37.54,front
38.44,69.24,56.61,36.72,front
38.66,164.97,54.57,36.53,front
39.58,118.42,52.9,35.97,front
41.09,618.7,50.66,35.75,front
68.1,63.31,50.35,35.38,front
67.68,468.27,49.28,35.97,front
54.81,203.98,49.86,35.67,front
55.54,409,50.41,36.4,front
52.67,547.71,52.33,37.16,front
49.05,69.31,46.73,39.46,front
48.52,72.15,49.57,39.29,front
47.16,181.97,58.16,43.45,front
46.51,74.17,47.11,54.03,front
46.04,68.46,57.89,63.16,front
45.59,74.78,56.71,63.43,front
45.25,66.74,57.14,62.73,front
44.47,77.66,59.14,63.16,front
44.51,66.06,65.04,62.65,front
44.54,67.95,63.8,45,front
44.32,98.24,62.88,42.47,front
44.17,97.56,62.02,43.16,front
43.4,98.79,60.5,41.38,front
42.62,98.57,60.66,41.89,front
42.86,99.52,60.64,40.51,front
46.22,73.68,59.5,39.9,front
46.46,96.15,51.36,41.53,front
50.61,95.71,48.25,40.77,front
54.43,96.46,48.67,38.05,front
56.39,42.3,47.72,37.16,front
62.22,42.18,45.93,38.05,front
65.43,40.73,46.55,38.52,front
58.5,41.31,46.09,50.64,front
56.3,41.29,65.35,43.52,front
57.29,41.58,1071.61,56.08,front
57.9,42.55,1074.38,63.09,front
45.32,45.87,1074.32,53.75,front
60.72,60.44,47.53,52.89,front
60.5,69.43,46.12,51.78,front
61.66,69.72,43.67,51.39,front
63.72,68.92,45.88,52.14,front
62.39,70.4,48.45,40,front
65.99,70.09,46.78,39.93,front
221.46,70.45,43.76,40.31,front
112.37,72.84,44.54,39.76,front
184.77,71.88,103.02,42.16,front
182.34,48.54,102.17,57.61,front
182.33,48.31,101.15,60.15,front
181.39,47.79,100.42,61.61,front
44.88,48.01,99.91,62.54,front
183.7,47.18,99.86,168.9,front
42.52,47.55,98.48,906.88,front
37.18,50,97.22,173.55,front
100.23,49.54,97.14,102.92,front
42.18,50.15,51.75,39.76,front
29.38,52.45,49.69,33.68,front
29.67,57.8,48.67,31.74,front
97.27,59.02,47.6,29.68,front
97.16,61.52,46.53,30.6,front
95.1,63.43,45.05,26.45,front
94.57,112.91,45.31,25.45,front
95.49,55.18,44.29,35.72,front
94.49,123.27,43.23,27.8,front
50.83,184.71,42.94,25.89,front
47.31,430.53,42.87,25.77,front
46.19,58.09,43.3,34.83,front
44.51,58.75,43.74,34.95,front
43.61,60.37,160.96,91.82,front
42.45,60.76,88.35,91.44,front
41.89,58.97,76.36,91.1,front
41.24,60.66,159.85,90.03,front
40.12,59.64,75.23,89.28,front
39.58,61.47,158.71,89.2,front
38.88,63.67,159.65,88.81,front
38.18,62.44,75.75,89.1,front
37.62,62.29,1071.75,88.38,front
35.96,50.76,156.28,87.24,front
35.45,65.47,75.7,86.46,front
35.29,67.93,75.07,86.6,front
33.97,53.45,156.06,86.53,front
33.22,67,72.52,85.37,front
33.37,69.92,73.88,86.34,front
32.03,70.58,72.59,86.02,front
31.11,70.31,61.71,86.8,front
30.94,20.72,57.44,86.65,front
30.55,22.95,53.21,86.36,front
29.73,21.96,67.85,87.21,front
29.29,38.83,67.52,72.32,front
28.99,40.12,67.81,29.6,front
28.7,39.32,65.79,27.98,front
28.54,40.65,65.87,27.18,front
28.39,119.48,65.57,26.16,front
28.48,274.65,57.31,25.65,front
28.27,64.74,56.61,25.31,front
28.44,372.18,56.83,24.67,front
28.41,351.76,55.01,23.77,front
29.12,361.95,54.03,23.77,front
29.51,84.75,53.6,23.12,front
30.06,65.23,54.16,22.9,front
30.67,140.49,53.07,22.68,front
58.6,392.16,51.46,22.17,front
62.25,100.37,51.88,21.85,front
61.29,282.29,50.35,21.47,front
60.45,507.5,51.1,21.01,front
44.81,49.52,49.9,20.59,front
43.86,388.76,49.54,20.03,front
45.59,53.26,47.97,20.06,front
42.89,363.7,47.16,19.11,left
40.32,134.83,47.43,18.84,left
55.01,391.8,46.26,19.02,left
53.79,76.18,46.65,18.53,left
54.08,290.16,11.02,18.68,back
51.54,155.5,7.6,16.39,back
47.79,503.06,43.21,19.74,left
50.05,118.15,41.26,19.77,left
52.43,189.06,30.33,19.91,left
52.45,197.08,27.63,19.74,left
7.89,62.24,26.81,20.3,left
8.35,55.79,26.81,20.96,left
14.6,94.95,26.84,21.17,left
10.63,55.08,51,21.83,left
53.47,94.01,38.3,22.8,front
15.05,92.41,76.09,24.55,left
16.61,91.63,91.1,24.26,left
15.16,91.8,38.73,52.22,left
14.55,92.23,14.81,32.3,right
14.48,92.34,16.32,36.82,right
14.55,92.84,14.3,51.15,right
14.4,92.74,12.02,50.61,right
13.74,92.12,11.49,46.33,right
15.25,67.8,11.59,39.8,right
14.94,93.28,11.19,51.17,right
19.96,94.13,11.37,25.89,right
23.1,94.15,11.9,25.33,right
22.54,92.8,11.95,26.37,right
23.31,60.38,12.31,22.3,right
24.75,93.65,12.73,21.79,right
25.67,96.15,13.4,20.84,right
27.8,92.72,14.47,20.67,right
52.46,191.2,15.83,19.4,back
51.88,283.15,17.34,18.53,back
51.66,78.52,16.8,16.3,back
53.18,487.7,16.01,18.55,back
39.93,120.77,15.96,17.44,back
41.43,78.29,15.88,18.58,back
37.91,442.99,15.33,16.17,back
53.07,191.76,14.94,16.37,back
38.61,451.86,14.18,16.39,back
39.47,121.65,14.23,16.37,back
40.05,395.54,13.99,17.37,back
48.25,62,14.04,17.2,back
54.45,407.39,15.54,20.48,right
44.22,70.16,15.52,21.18,right
42.38,421.86,14.96,18.38,back
49.54,250.89,15.56,18.22,back
40.39,455.01,16.97,17.9,back
29.12,93.01,16.85,18.77,back
27.8,485.55,18.11,18.84,back
29.38,115.8,25.52,23.24,front
0.73,683.71,22.17,24.33,left
27.95,71.88,22.24,23.83,front
28.31,485.21,23.32,24.38,front
27.74,74,22.92,24.31,front
28.03,400.16,27.03,24.12,front
28.05,158.39,26.16,23.9,front
27.91,79.58,25.06,23.55,front
27.97,437.95,21.05,22.88,front
28.59,121.23,18.82,19.97,back
30.36,575.72,17.88,22.25,right
30.24,97.7,17.87,22.51,right
42.55,495.26,17.68,22.34,right
31.01,182.84,24.89,23.26,front
28.22,377.94,22.92,23.32,front
27.97,75.89,22.19,23.24,front
27.91,732.51,23.97,22.7,front
29.29,106.95,20.52,22.63,front
28.19,461.41,16.56,20.09,right
44.32,349.61,15.76,18.26,back
56.53,462.37,15.2,19.53,back
44.4,153.83,15.56,18.68,back
43.76,393.98,16.03,19.41,back
42.23,124.37,16.97,20.06,right
44.25,126.16,18.33,20.09,right
28.27,585.19,24.39,22.41,front
27.76,129.35,24.39,22.59,front
27.12,736.2,24.62,23.22,front
26.52,187.56,24.29,23.19,front
26.13,366.74,21.95,22.75,front
26.89,70.75,23.8,22.9,front
27.15,203.32,23.99,22.54,front
28.66,440.1,19.06,22.24,right
55.28,120.72,18.26,22.75,right
51.88,238.68,13.84,19.6,back
53.47,121.69,12.09,19.69,back
50.83,91.09,10.81,22.81,right
50.51,471.5,8.16,21.79,right
48.25,146.34,6.73,22.47,right
30.75,545.68,3.62,22.2,right
28.68,139.79,4.32,22.08,right
29.84,462.35,6.8,19.11,back
27.03,168.49,6.38,20.18,right
26.2,235.18,6.92,20.13,right
26.54,111.13,6.92,21.4,right
25.72,87.94,7.68,20.52,right
25.87,450.31,9.54,24.41,right
25.91,239.58,37.43,24.96,front
25.55,923.97,15.11,26.16,right
25.82,82.09,13.89,26.44,right
25.82,79.37,14.71,26.4,right
26.27,77.38,45.65,26.61,front
26.25,79.56,13.74,34.32,right
26.38,80.63,14.23,33.59,right
26.45,77.66,12.67,34.68,right
26.18,79.56,14.76,78.25,right
26.33,21.32,32.2,90.52,front
26.88,20.42,32.61,34.19,front
26.67,56.75,32.05,89.66,front
27.03,56.83,33.81,34.51,front
26.98,21.05,32.47,34.12,front
26.61,21.62,14.42,32.83,right
26.38,19.84,12.67,51.32,right
26.74,19.89,13.16,34.03,right
26.33,19.45,14.81,89.51,right
26.54,19.33,16.13,31.01,right
26.61,19.96,16.44,34.22,right
27.25,56.29,44.66,33.97,front
27.4,57.9,32.95,88.16,front
27.34,54.69,43.4,86.58,front
27.63,55.44,36.23,87.36,front
27.3,57.8,33.66,84.39,front
27.08,55.57,32.86,34.26,front
27.03,56.19,43.79,89.86,front
26.69,56.37,31.6,35.62,front
26.59,19.19,32.05,32.15,front
26.27,19.94,32.15,89.45,front
26.18,20.18,7.26,26.4,right
25.84,22.17,6.31,25.48,right
25.74,22.73,6.12,27.18,right
25.69,80.72,6.02,22.25,right
26.08,83.64,5.75,27.05,right
26.11,21.91,6.34,24.17,right
25.84,20.88,7.33,27.88,right
26.04,19.94,9.16,27.9,right
26.16,19.3,7.63,37.23,right
26.81,19.41,9.62,28.31,right
26.61,58.72,12.16,32.32,right
27.4,56.88,14.55,88.64,right
27.74,55.35,30.96,87.79,front
28.19,57.75,30.8,80.92,front
28.48,48.98,21.76,86.92,front
28.75,55.86,27.44,87.65,front
28.59,44.74,18.62,86.43,right
28.95,57.9,17.66,83.67,right
28.87,56.59,18.9,78.29,right
28.76,72.66,20.55,88.16,front
29.61,71.6,19.19,88.09,right
29.51,70.45,21.73,87.35,front
29.89,58.65,21.52,81.53,front
29.89,71.93,22.15,87.28,front
29.46,71.11,22.34,83.08,front
29.26,58.16,17.8,74.78,right
28.59,73.51,17.02,87.13,right
28.75,72.45,17.56,87.6,right
28.37,72.86,19.35,61.35,right
28.48,71.21,19.87,59.02,right
28.7,71.11,19.94,57.89,right
29.34,72.3,19.19,59.82,right
30.06,57.75,20.91,70.99,front
30.77,56.15,21.03,75.63,front
31.11,71.64,21.54,87.16,front
31.6,72.49,21.68,86.41,front
31.16,56.29,21.1,78.13,front
31.08,56.73,20.52,78.25,front
30.46,57.6,18.7,74.39,right
30.26,56.51,17.17,75.7,right
30.11,58.14,16.03,86.77,right
30.4,71.67,16.66,63.56,right
30.26,55.03,10.68,85.66,right
30.82,44.32,10.06,72.3,right
32.73,72.35,29.75,66.71,front
33.15,71.79,4.61,86.46,right
35.41,69.33,3.83,87.18,right
36.36,71.57,4,83.1,right
37.32,32.27,5.66,88.01,right
92.45,30.77,4.71,86.31,right
40.89,69.17,2.96,84.73,right
40.55,70.31,4.34,81.24,right
39.9,29.58,5.63,76.21,right
89.35,65.93,5.61,89.39,right
89.81,67.88,6.04,89.56,right
90.36,63.95,6.73,134.35,right
89.81,64.6,8.18,129.66,right
92.48,65.21,8.7,168.61,right
92.5,54.66,10.66,133.71,right
90.78,62.29,12.48,180.06,right
91.31,52.87,14.71,46.36,right
91.92,51.07,16.63,274.36,right
94.62,49.1,92.67,906.81,front
144.93,47.75,93.5,914.91,front
146.51,47.38,24.12,124.64,front
147.2,47.75,22.27,908.51,front
138.11,47.53,20.55,178.53,front
138.55,48.57,18.16,903.96,right
95.49,49.32,10.88,179.81,right
94.71,49.61,10.47,239.04,right
93.79,49.59,11.02,139.62,right
96.58,49.22,10.54,178.81,right
97.5,49.88,11.02,227.53,right
159.19,49.64,12.02,229.52,right
141.29,49.76,21.54,231.12,front
138.14,49.08,92.56,122.4,front
139.28,48.16,113.19,232.08,front
140.32,48.59,12.55,229.65,right
140.18,48.69,10.97,916.56,right
140.62,48.57,10.1,229.98,right
138.14,48.79,14.31,118.92,right
139.98,47.82,14.82,914.33,right
181.19,47.6,15.52,914.09,right
182.17,47.87,17.12,15.11,back
148.48,47.01,18.19,12.73,back
148.61,48.09,18.84,12.55,back
149.14,47.11,19.24,12.95,back
149.82,46.89,20.03,13.11,left
185.67,48.23,20.37,12.9,left
184.94,92.56,20.09,14.62,left
55.03,48.52,20.13,15.1,left
184.47,48.08,20.33,14.18,left
87.53,46.51,19.4,13.7,back
187.56,46.65,20.06,13.75,left
94.06,46.6,20.88,13.63,left
187.02,45.97,21.74,13.35,left
88.3,45.95,19.62,12.97,back
183.67,46.89,16.05,13.38,back
86,45.65,15.25,12.99,back
186.81,46.19,15.67,13.52,back
185.74,46.04,15.67,13.19,back
183.82,46.22,16.49,13.74,back
184.06,45.51,16.81,13.67,back
185.56,45.29,17.09,14.26,back
188.28,44.44,18.16,14.59,back
188.75,45.51,20.72,15.62,left
190.71,36.94,60.25,15.67,left
189.94,36.98,60.45,15.69,left
108.72,40.39,60.64,16.39,left
108.56,42.96,71.86,18.68,left
50.29,41.8,45.36,150.62,front
49.86,41.96,66.54,73.51,front
50.71,41.97,65.57,900.47,front
54.72,43.18,48.45,174.88,front
98.87,45.03,47.18,236.3,front
64.89,44.59,43.47,58.92,front
56.95,46.48,43.86,67.37,front
71.15,46.22,42.36,68.46,front
69.43,45.73,41.89,131.94,front
95.81,50.15,42.96,55.32,front
95.81,58.51,41.46,56,front
94.74,51.61,43.03,41.09,front
94.37,58.16,34.12,59.69,front
93.79,60.16,33.17,111.45,front
47.52,61.37,31.33,79.59,front
44.32,61.59,30.69,62.88,front
40.89,63.72,29.8,55.18,front
39.58,64.75,29.15,92.85,front
39.37,407.75,28.54,92.24,front
37.25,94.06,27.8,54.43,front
37.26,61.08,27.86,91.29,front
32.61,71.74,27.59,91.72,front
29.61,103.63,27.54,91.34,front
28.25,516.41,64.16,92.99,front
26.55,370.63,61.71,40.95,front
25.48,224.16,59.67,34.66,front
25.38,23.34,59.28,34.54,front
24.9,22.81,59.43,34.7,front
24.67,31.18,57.89,25.6,front
24.53,29.65,57.26,24.65,front
24.55,30.16,56.47,24.12,front
24.39,28.25,55.08,22.61,front
24.33,27.44,56.12,22.19,front
25.09,26.52,48.82,21.47,front
25.84,25.77,48.03,21.13,front
27.18,26.16,46.09,20.89,front
56.07,32.16,45.76,21.05,front
55.25,31.88,44.74,20.91,front
54.76,33.98,43.81,21.52,front
52.19,36.72,43.23,21.13,front
50.39,605.57,43.18,21.85,front
48.25,43.72,42.59,21.85,front
49.47,63.6,43.03,21.66,front
45.12,93.55,42.53,22.03,front
45.31,57.6,43.37,22.81,front
42.3,98.28,43.16,23.82,front
42.47,98.23,52.07,24.31,front
41.31,96.8,50.51,25.62,front
40.41,88.25,50.3,44.23,front
39.75,96.46,48.96,41.94,front
39.68,97.12,49.3,36.13,front
38.93,97.29,48.31,44.17,front
38.47,98.77,46.8,46.17,front
